review_description,rating,company
تطبيق ممتاز ومريح فعلا لكن اتمني ان يتم تدريب السائقين علي التعامل مع العملاء و كذلك يراعي توفير رحلات في بعض الاوقات في منطقة العجمي ابويوسف بالذات مثل الساعه 9.30 ص والساعه 10 ص,positive,swvl
جميلة جدا,positive,swvl
من فضلكم تطبيق الكابتن,positive,swvl
انا عماله ادخل المدينه القاهرة ومش بيفتح ارجو حل مشكله,negative,swvl
التطبيق فاشل بالنسبة لسكان مدينة الشروق من ناحية طريق اسماعيلية,negative,swvl
ممككن رقم للتواصل ؟ رجاء عيزه احجز رحلات يوميا للشغل!!,negative,swvl
رغم كم الإعلانات الكتير جدا ما فيش الأهم مش لاقي المسارات المتاحة في التطبيق وكل ما ادخل علي من فين لفين الموجودة يقول غير متاح التطبيق قبل التحديث كان موضح المسارات المتاحة ارجو الايضاح وعلي فكرة بعت الرأى ده عن طريق الايميل أيضا,negative,swvl
ناس محترمة جدا ونتمنى المزيد من النجاح والتوفيق والازدهار بس يا رب تكملوا بنفس المستوى من الخدمة والاحترام,positive,swvl
بعد ماحملت التطبيق وداخلت رقم الموبايل وبعتتولي الكود وبعد ماوصل لاسم المدينة يقولي حصل خطا ما حاولت كتير ومفيش فايدة ايه الحل ؟,negative,swvl
هو مافيش رحلات ليلية,positive,swvl
هلاوالله,positive,swvl
no god,negative,swvl
ليس.لي.تجربة,positive,swvl
شركة محترمة والتزام بالمواعيد خدمة عملاء ممتازة واحترام بس لى ملحوظة بعض السائقين يتاخر عن موعد الرحلة قد تصل الى نصف ساعة والخطوط قليلة ولايعملوا فى يوم الجمعة والسبت..,positive,swvl
لو سمحتوا معي عربيه اتش وان عاوز اشغلها,positive,swvl
سئ جدددددااااااااااا السائق بيقولي انت مش محترم انا بعت رسائل ع الفيس ومحدش رد عليا,negative,swvl
البرنامج فاشل للغايههههه,positive,swvl
صباح الخير التطبيق ممتاز ومهم جدا ولكن يحتاج ان يكون اكثر اتاحة للاشخاص ذوي الاعاقة البصرية,positive,swvl
رائع جدآ وخدمه ممتازه ارجو منكم العمل ايام الجمعه والسبت أيضاً وياريت تواجد خط من ميدان الالف مسكن لميدان لبنان ولكم جزيل الشكر,positive,swvl
لو سمحت ممكن تفتحو خط من الخلافاوي لشارع الهرم,positive,swvl
ارحمونا اعلانات الله يبارك فيكم شوفولكم شركه اعلانات تعمل تارجت مظبوط مش قارفينا ع يوتيوب واحنا معندناش الخدمه اساسا,negative,swvl
تجربه جميله جدا. ممكن نعمل تخفيض بسيط. بس سويفل تجربه رائعه وزي الفل,positive,swvl
خدمة ممتازة جدا لكن انا حجزت رحلة والمحطة كانت بعيدة عني ثم عملت إلغاء وطلبت رحلة تاني وفي الاخر اتحسبت على 2 رحلة ارجو الاهتمام بذلك وحل المشكلة,positive,swvl
"بب،ب،_ططبم حج قغاتتفعخعتنتقثؤ،،،،",positive,swvl
يصل,negative,swvl
كبداية ممتاز,positive,swvl
الاجرة غالية جدا من دريم لمشعل 35ج ههههه وهى اصلا ب 5ج,negative,swvl
الكيبورد بيعلق وبيهنج الجهاز ومسحت التطبيق كذا مره وحملته وبرده الكيبورد بيهنج الجهاز,negative,swvl
بق,positive,swvl
جميله لكن المفروض يفتحوا مجال للحجز لاكتر من اتنين,positive,swvl
برنااامج زباااله اناااه مليت بينااات بتاعتي وجاات عند اختيار المدينه وحدثه خطاااء زباااله اااقسم باالله,negative,swvl
♉ ♌ 🛐 1 Flow SwiftKey Flow 1 1 🕐 🌺,positive,swvl
المفروض قبل منزل الابلكيشن تقولوا المحطات البتافو فيها او تعدوا منها ومناطق ايه البتروحها من فين لفين يعني في من جسر السويس او ميدان الحجاز لحد احمد عرابي مهندسين او لحد نهايه فيصل عشان مش بعد منزل ومينفغش نضطر نمسحه وشكرا,negative,swvl
برنامج زبالة ومتخلف ويصب تنزيله ولا راضي ينزل بالتليفون ولا بالميل كتكوا القرف,negative,swvl
سىئ جدا,negative,swvl
مفيش حاجة من فلمنج,positive,swvl
حضرتك لما بقوم بتحديد المدينه خطأ في الاختيار وتكرر المحوله🤷‍♂️,negative,swvl
ممتاز وأمن جدا شكرا لكل العاملين عليه,positive,swvl
سويفل,negative,swvl
ان التطبيق يقول لي خطا عندما اختار المدينه,negative,swvl
fantastic app,positive,swvl
برنامج زباله ومش عايز يشتغل,negative,swvl
مواعيد الخطوط لازم تكون كل ساعة مثل خط بحري _ بوابة اسيد يااما من الساعة ٥ م يا اما الساعه ٧م مافيش ٦م مافيش ٤م ياريت تزويد المواعيد وشكرا,neutral,swvl
سيئ جدا تطبيق لا يعمل,negative,swvl
الثلاثاء القادم مرحبا بك يا,positive,swvl
لايعمل تطبيق سىء,negative,swvl
حضرتك انا حددت الرحلة ..و عايزة الغيها ..اعمل اية ؟؟,negative,swvl
السواقين بتشغل اغاني معفنة وغير مرضية لاغلب الاذواق اقترح ميشغلوش حاجة علشان منضطرش نحط الهاند فري في ودانا,negative,swvl
خدمة ممتازة جداً ارجو تعميمها بشكل أكبر وبالتوفيق والنجاح إن شاء الله,positive,swvl
سعروو غالي,negative,swvl
برنامج زباله مش شغال,negative,swvl
زفت برنامج وهمي ولا فيه اي حاجه,negative,swvl
انا مش عارفه اشغله,negative,swvl
لو عاوزين ندخل سيارات معاكم فى الشركة ايه الشروط و التفاصيل,positive,swvl
البرنامج مش عايزة يفتح ولا برقم الموبيل ولابحساب الفيس بوك انزله ازاى واتعامل معاه,negative,swvl
قسما بالله انت برنامج ازبل برنامج شفته في حياتي,negative,swvl
بجد برنامج كويس جدا ياريت يستمر وبالتوفيق بامر الله😍,positive,swvl
شركه ممتازه وخدمه رائعه... شكرا,positive,swvl
شركه ممتازه ومحترمه,positive,swvl
انه جميل جدا لغايه,positive,swvl
ممتاز جدا جدا جدا جدا رقم التعامل او كود التعامل,positive,swvl
ممتاز جدا مع كل الشكر,positive,swvl
جميل جدا شكرا سويفل,positive,swvl
ممتاز بصراحه,positive,swvl
للاسف كل مااكتب مكان يقولي مفيش خطوط,negative,swvl
الشركه ممتازه بس لكن انا حددت اربع نجوم فقط علشان في اماكن عايز اروحها ومفيش رحلات لها يرجي اضافهةالمزيد من الخطوط علشان تحافظوا علي مستوي الشركه رجاء التواصل,positive,swvl
نااس محترمه جدا وبيلتزمو بكل المواعيد,positive,swvl
كيف يمكننى ان انضم لفريق العمل لدى سيارة 14 راكب 2015 ياريت حد يتواصل معايا,positive,swvl
غالي اوي و ملهوش اي ميزة منا الاحسن لي اركب كريم او اوبر ليه اتعب نفسي في ان استني ميعاد الباص و امشي يجي نص ساعة عشان اوصل للمحطة و لما انزل اضر اركب موصلة تانية او امشي كتير عشان اوصل الوجهة بتعتي خدمة مفهاش اي ميزة بالعكس نصابين,negative,swvl
برنامج فاشل لا عاوز يسجل بالجي ميل ولا الفيس ولا حتي بيقبل رقم التليفون وبيقول مشكلة فالاتصال او الرقم خطأ !؟ ده منظر شركة عاوزة تشتفل وتكسب؟ (مش عارفين تديروها كلمو واحد بتاع ادارة اعمالةومشروعات زي حلاتي عنده خبرة مش جايبين ناس خدت الشهادة بالعافية),negative,swvl
ممتاز جدا جدا بالتوفيق ان شاء الله Swvl,positive,swvl
ازاي أروح الشغل كل يوم ب03 جنيهه رايح و30جاي مواصلاتي كلها12جنيه فين التوفير وعلشان اقابل الباص اركب ولا امشي 4 محطات عجب العجاب,negative,swvl
ممتاز جدآ,positive,swvl
ناس محترمة مع سيارات نظيفة وراقية والاهم مواعيد محترمه,positive,swvl
احتاج ديما الي التحويل من الزاكره الداخليه الي الزاكره الخارجبه,neutral,swvl
حلو اوووي,positive,swvl
زفت الزفت لسه مفيش خطوط وكل ما اقول علي مكان يقولي مفيش خطوط امااال شغالين فين لا مطار ولا معادي ايه الاشتغالات دي,negative,swvl
جزاكم الله خيرا,negative,swvl
فكرة ممتازه وعاوز اجربه,positive,swvl
ممتاز جدا يستحق الخمس نجوم,positive,swvl
الصراحه رحله وغحده عملتها وحاجه تشؤف بجد,positive,swvl
اكتر من ممتاذ ...,positive,swvl
التزام وجدية في المواعيد,positive,swvl
راءع جدااا,positive,swvl
مش بيقبل علي جهازي ليه,negative,swvl
تجربة فاشلة وتطبيق فاشل السواق اتصلت تلات مرات قبل ما يوصل محطتي واكد على المكان وجه ومشي وسبني من غير اي تقدير ولا احترام,negative,swvl
التطبيق لا يعمل,negative,swvl
لماذا انا كلما أروح إلى جوجل يقولو لي تثبيت سويفل وانا أريد انا اجيب شهاده ثالثه اعدادي ولم أعرف لأن انا كلما أروح يقولو لي تثبيت سويفل,positive,swvl
اشكر سويفت باس على التزامها وتوفير مواصلة مريحة لنا ومواعيدها منضبطة ومعاملة كابتن السيارات ممتازة,positive,swvl
خدمه ممتازه و مواعيد غايه الانضباط واتمنى يكون في رقم متاح للشركه للتواصل بالشكوى او الاقتراح,positive,swvl
زفت كل ما اطلب مشوارى من العصافرة الى 21 العجمي مش بيجيبلى عربيه,negative,swvl
اداء متميز واقتراح لمزيد من الاصدقاء للتجربة شركة ممتازة شكرا سويقل,positive,swvl
عندى عربيه وعايز اشغلها معاكم اكلم رقم كام,positive,swvl
سعيد باستخدام التطبيق واتمنى ان ينال اعجاب الجميع,positive,swvl
انا في سته اكتوبر وشغلي في دقي ممكن اعرف زاي تعامل,neutral,swvl
رائع ولكن التحديث الجديد لا يتوفر به تتبع الرحله وشكرا,positive,swvl
هو ممكن ندخل في التطبيق السيارات السوزوكي التونايه وهي سياره متوسطه وسهله الحركه واظن انها الخدمه ستكون عاليه عند اشراف مكاتب في كل حي وباوراق رسميه للسيارات والسائقين واكون اول من يبادر بالدعم بالسيارات والسائقيين ٠١٠٩٥٤٥٣٨٠٧,negative,swvl
لحد ما,neutral,swvl
بجد شكراً جدا على الخدمه الممتازه دي ربنا يوفقكو 👍,positive,swvl
اولا ليش مااقدر احجز اكتر من مقعدين ؟ تانيا الغريب عن البلد ومايعرف اماكن المحطات يعمل ايه؟,negative,swvl
مشروع ممتاز جدا ياريت يشمل كل احياء القاهره,positive,swvl
هل أقدر آخد ميكروباص من ميدان رمسيس عند محطة القطر لدريم بارك و متوسط التكلفة هيبقى كام,negative,swvl
مش عارف فيه حاجة,positive,swvl
الابلكشين غير مكتمل ازاى اضيف سؤال او رقم تلفون,negative,swvl
خدمه ممتازه وأداء جيد,positive,swvl
فاشل جدا لفتح بمثل هذا المشروع عليه ان يمتلك الكثير من الكادر و المكرو باص و لاخطوط واهم المواقع في القاهرة بوبات الرحاب و التجمع الاول و التجمع الخامس و مدينة وتوفر الوقت على الاقل كل ساعه رحلة والاجره مرتفه جدا جدا جدا بمثل هذا الاجرة بئمكاني صعود في تكسي او اوبر_كريم بمثال من التجمع الاول الي روكسي 34 بتكسي 50 فرق بسيط لا انصح به غير موفر لا للوقت ولا حتى للنقود,negative,swvl
فبهمنانج,positive,swvl
ممتاز وكباتن محترمين ومنجز جدا في زحمه المواصلات,positive,swvl
"الناس معادن،،،،،،الدهب بكام",positive,swvl
انصح بتنزيله افضل شركة توصيل في مصر,positive,swvl
للاسف انكم لا تعملون يوم الجمعة,neutral,swvl
لو بنتى طفله تانيه ابتدءى ممكن توديها المدرسه وجيبها! .بكام ؟والدفع ح يكون باليوم ولا بشهر انا ساكنه فى الهانوفيل خلف فتح الله وبنتى مدرستها عند الشامى الضوى ٢ ...الرجو الرد وكيفيه التواصل معكم .......مع الشكر,negative,swvl
بكتب عوزة اروح النزهة مفيش حاجه ظهرت,positive,swvl
الحقيقه انا لم استخدم الخدمه وعندي تساؤلات حول الأسعار ازاي اطلب الاوردر وسعر الرحله مثلا من القباري لوينجت,neutral,swvl
انا بركب ميكروباص عادي من ميامي لي المنشية بي ٤ جنيه تقريبا البرنامج بيقولي ١٢ ايه الشي اللي ممكن يخليني اركب بي ١٢ مع ان سعر المكروباص ٤ جنيه,neutral,swvl
تجربة عظيمه بالتوفيق ان شاء اللة,positive,swvl
تحية طيبة وبعد.... لم استخدم الخدمة وسوف اقيمها بعد تجربتها ممكن اعرف الأسعار؟ وليت سعر التذكرة يكتب بجوار المشوار,positive,swvl
الابلكيشين يحسب نص تمن الرحلة في حالة الغاء الرحلة في خلال ساعتين علما بان الرحلة فاضل عليها 10 ساعات وكمان الالغاء لتعديل بيانات,negative,swvl
ع فكره مش راضي يتسطب من بعد ما دخلت الرقم,negative,swvl
انا نزلت البرنامج لكن بيوصل عند مرحلة اختار المدينة ومش بيكمل,negative,swvl
حاليا انا عندي مشكله مهمه جدا بالنسبه ليا ساكن ف مساكن الكيلو ٢١ ع الطريق الدولي ليه انزل لحد الكيلوا٢١ ايه المشكله اني اخد الباص من امام المساكن مدام انه هو خط السير,neutral,swvl
خدمات ممتازة وكابتن محترم,positive,swvl
خدمه ممتازه مواعيد مظبوطه وسائق محترم,positive,swvl
ممتاز بس مطلوب العناية بالسيارات قليلا وضبط بعض مواعيد الرحلات,positive,swvl
عيب جدا لما أطلب فى أى وقت حسب ظروفى ويكون الرد آسفين أطلب مكان قريب..يعنى إيه إنتوا بكده بتنتهوا قبل ماتبدأو..لازم تكونو جاهزين لأى طلب فى أى وقت لأى مكان,negative,swvl
لسة هجربه,positive,swvl
amazing keepd going,positive,swvl
منضبط في الموعد و هادئ و نظيف,positive,swvl
ياااااه محترمين ممكن حد يوقف الاعلان دة انا زهت مش عايز اشوفة تانى حد يرد عليا,negative,swvl
لو سمحت كنت عاوز اعرف طريقه الحساب ازاي ولو مثلا ركبت من المنشيه لسيدي بشر او المندره ممكن ادفع كام,neutral,swvl
خدمة جيدة ومحترمة,positive,swvl
برنامج كويس لاكن الناس الي شغاله فيه غير لائقين التكلم بسلوب غير محترم ومافيش كول سنتر,neutral,swvl
سويفل شركة جميلة جدا,positive,swvl
وسيلة تنقل حضارية محترمة جداً بس فيه حاجات لازم تتظبط زى المواعيد,positive,swvl
رائع .... ياريت مواعيد رحلات اكثر,positive,swvl
خدمه ممتازه.. جزاكم الله خيرا,positive,swvl
خدمه ممتازه و اتمنى تمتد الى بعد 8مساء لكل الخطوط شكرا لحسن اختياركم للسائقين و تجربة روعة و بنكررها ان شاء الله,positive,swvl
جيد جدآ بالتوفيق انشاء الله,positive,swvl
برنامج جميل وناس محترمين بجد.,positive,swvl
انا بختار المدينة ما بيختارش حاجة ومفيش عوامل مساعدة,negative,swvl
ان شاء الله ستكون اجمل من الجمال,positive,swvl
لم اجربة بعد,positive,swvl
ممتازجداجداجدا,positive,swvl
ممتاز ومريح,positive,swvl
سمير رياض خليل,positive,swvl
الصراحة برنامج وحش جدا يعنى مثلا انا بركب مينى باص من السواح لحد مساكن شيراتون ب 4ج وواحد تانى ب 4ج و الطريق بياخد منى نص ساعه او بالكتير 1/3 ساعة البرنامج كتبلى الطريق ساعة لا وكمان الفلوس 25ج ليه,negative,swvl
سائق مهذب ومحترف خط م.نصر وسيله مريحه وفعاله وآدميه خاصة للسيدات السيارات نظيفه وحالتها جيده جدا بس الرحله من م.الرحاب حتي ميدان التحرير سعرها مرتفع 40 جنيه مقارنة باتوبيس الخاص بمدينة الرحاب حتي م.نصر او سراي القبه من 5 الي 10 جنيه وبعدها ممكن اركب سويفل لحد التحرير ب 5 جنيه بس ارجو النظر في سعر الرحله من الرحاب للتحرير وشكرا للقائمين علي الخدمه,positive,swvl
التطبيق مش شغال لما هوا كده اومال الخدمه ازاى,negative,swvl
ياجماعه فين help اللي بتقولوا نرسل عليها المشكله ارجوكم ساعدوني كل ما اكتب رقم المبابل يقول الرقم موصول بحساب جوجل ادخل من جوجل يفضل بس يكتبلي برضو نفس الجمله وبعدييييييين,negative,swvl
للاسف سئ جدا عاوز اروح أي مكان يقولك محجوز لمده يومين حاجه وحشه جدا,negative,swvl
للاسف نزلت سويفل لكن مش عايز يتعامل برقمى ومتخزن رقم اخر اصحح الرقم يقولى انه متفعل والبرنامج مش بيفتح حتى احاول بالفيس مبيفتحش صهب التعامل معاه الصراحه,negative,swvl
لو سمحت انا من اسكندريه ووكيل مباشر لأوبر وليا اسمي هناك وكنت حابب افتح شغل معاكم قاهره واسكندريه مش عارف اتواصل ازاي ارجو الرد,positive,swvl
الكابتن خلوق جدا والمواعيد مظبوطة,positive,swvl
جميل جدا ناس محترمة بجد,positive,swvl
ممتازه وتحتاج بعض التنظيم اكثر,positive,swvl
1000 %,positive,swvl
هل ممكن احجز في الباص لاكتر من شخص ؟ ولا شرط حجز الرحلة لشخص واحد من تليفونه الخاص؟,positive,swvl
لاتستعجلو الشهره...ارسلو التخفيضات واحدث البرومو كود,neutral,swvl
خدمه ممتازة وناس محترمه جدا,positive,swvl
هو لية مفيش رحلات ايام الاجازات والجمعة ارجو الرد,positive,swvl
فكرة جميله اوووى و ناس محترمه جدا,positive,swvl
فكره جديده وائعه وربنا يوفقكو وناس محترمه جدا,positive,swvl
لايعمل غير متوفر,negative,swvl
تجربة ناجحة بجد بس الأسعار لازم تنخفض شوية,positive,swvl
هل في رحلات من فيصل او الجيزه ل المطريه,negative,swvl
مواعيد مظبوطة الحمد لله و اتوبيسات مريحة,positive,swvl
تجربة رائعة و نقترح اعادة النظر في خطة التسعير لنجاح التجربة وانتشارها اكثر,positive,swvl
تجربه جديدة و جميله و موفرة,positive,swvl
امتياذ,positive,swvl
أمن و موفر و له خط سير محدد يجعله يصل سريعا,positive,swvl
مواعيد مضبوطة والاوتوبيس نظيف والخدمة ممتازة ودقيقة جدا شكرا لكم وكل تحياتي وتقديري لكم ولكل القائمين على الخدمة والتطبيق الرائع حقا وصدقا. اجمل تحياتي وارق امنياتي لكم.,positive,swvl
ممتازه وراقيه,positive,swvl
خدمة ممتازة وبتقدم عروض جيدة أتمنى استمرار التجربة,positive,swvl
ممتعه,positive,swvl
تطبيق ممتاز بس في مشكلة ف الاسعار أماكن قريبة أسعارها عاليا وأماكن بعيدة أسعارها ارخص ممكن نعرف السبب,positive,swvl
خدمة ممتازة ورحلة جميلة,positive,swvl
في رحلات من القاهره بتروح المنيا ؟؟؟؟,neutral,swvl
عايز اعرف لو محتاج السياره لدوره في شركه الموضوع يمشي ازاي,neutral,swvl
ممكن اعرف تفاصيل أكثر او رقم التليفون للتواصل معكم,neutral,swvl
اختيار المدينه مش شغال عند تسجيل البرنامج,negative,swvl
تجربه كويسه,positive,swvl
البرنامج وقف عند المدينة وماكملش,negative,swvl
شركة ممتازة وسائقين محترفين بالتوفيق,positive,swvl
اراة مشروع حضاري رائع جدا,positive,swvl
"تطبيق ممتاز ممتاز ولكن لايسلم الامر احيانا من ارتفاع سعر الرحله،،والتأخير في بعض مرات الانتظار",positive,swvl
كنت عايز تكلفه المشوار من هايبر وان زايد الى ميدان التحرير,positive,swvl
هل انتم محتاجين كباتن تشتغل؟؟؟ اسامه السيد فتحي ٤٧ سنه رخصة قياده درجة أولي أقطن بالقاهره الجديده,positive,swvl
انا احول ان اشغل البرنامج ومش عارف ممكن حد يسعدني,positive,swvl
ياريت خطوط من اكتوبر او من المحور للرحاب والتجمع الخامس وتاخد الدائري كله,positive,swvl
الله ينور,positive,swvl
عجبتي الفكره لكن ناوي الغي التطبيق لانه اسلوب اعداده سواقيني خالص دا من بدايتها ما باللك عند استخدام الخدمه الحقيقه دا كان مؤشر غير طيب,positive,swvl
تطبيق فاشل فاشل فاشل بكل المقاييس,negative,swvl
بجد حاجه جميله المواعيد كويسه جدا الكابتن محترم جدا والسياره نظيفة جدا,positive,swvl
مواعيدهم مظبوطة والباص نضيف,positive,swvl
برنامج رائع جزاكم الله خيرا,positive,swvl
خدمة ممتازة جدا ومواعيد تمام والكابتن اسلوب محترم جدا بصراحة خدمة ممتازة,positive,swvl
جميل وسريع,positive,swvl
تحفففة بس محتاج يكون اسرع من كدة,positive,swvl
أكثر من رائع شكرا سويڤل,positive,swvl
"يوجد مشكله ما في البرنامج، عندما اريد ان اكتب كلمة المرور الكيبورد يختفي.",negative,swvl
تجربة ممتازة ومشروع ناجح جدا ومفيد لدي الكباتن والعملاء ايضا شكرا علي هذا التطبيق الرائع الذي ابعدنا عن زحمة السيارات وعجز الخطوط وعشوائية الركوب و جنون بعض السائقين و ابعدنا عن سياراتهم المتهالكة ان هذا التطبيق يتيح للعميل سيارات حديثة ومريحة جدا لا تجعلك تمل من الطرق والمسافات الكبيرة,positive,swvl
تجربه رائعه جدآ تطبيق ممتاز,positive,swvl
حاجه جميله جدا,positive,swvl
انا لسة ماجربتش ممكن شرح ايه الفرق بينه وبين الموصلات العادية وايه نظام الدفع وكام,positive,swvl
انا عملت دخول قبل كده وبعتولي رساله على الموبايل اني أستخدم سويفل اسبوع مجانا والبرنامج اتمسح من عندي وحملته تاني مش عارف ادخل على الحساب عشان رقم الموبايل والايميل موجودين وهو عايز حساب جديد,negative,swvl
اصبحت ألجأ الي سويفل في جميع تنقلاتي,positive,swvl
من فضلكو ..انا لا افقه شىء ف الابليكشن ولا الفبس عامه ..ارجو التواصل بصوره اخرى ..محتاجه اعرف معلومات واستفسارات قبل مااشترك,negative,swvl
تطبيق ممتاز جدا وخدمه رائعه,positive,swvl
مش راضي ييكمل تسجيل,negative,swvl
خاصية طلب خط جديد غير مفعلة,neutral,swvl
زفت زززززززززفت لس منزلها ويقولى اكتب رقم الموبايل اكتب يقولى هيجلك رسالة ولا جه وله اى حاجة ده ايه القرف ده برنامج زباله,negative,swvl
ممتازة ربنا يوفقكم,positive,swvl
الكابتن متزن.محترم.الباص نظيف.المواعيد مظبوطة.,positive,swvl
اتمنى لكم النجاح ... وخصوصا بعد اضافة اللغه العربيه وبكدا يتسنى لأى شخص يستخدم البرنامج بسهوله ... بس ياريت لو تضيفوا ميزة الحجز لأفراد عدة من نفس الحساب .,positive,swvl
الكابتن ممتاز والمواعيد مظبوطه والعربيه نظيفه,positive,swvl
كابتن محترم ومحترف والعربيه نظيفه والمواعيد مظبوطه,positive,swvl
مازال ڤى حاجه الى تحديث و تطوير,neutral,swvl
الموعد هذه المرة ممتاز,positive,swvl
ممتاز ومريح جدا,positive,swvl
كل ما اجي اطلب رحله يقول غير متوفر ده حتي بنها بيقول مش متوفر فعلان تطبيق فاشل,negative,swvl
التطبيق لا يعمل ويخرج دائما اثناء تسجيل العضويه,negative,swvl
انه من افضل ابرامج,positive,swvl
خدمة ممتازة جدا وموفرة,positive,swvl
انه تطبيق رائع,positive,swvl
ممتاز والمواعيد تقريبا مضبوطه,positive,swvl
انا عندى مشكلة مع البرنامج نزلته تمام واعطانى ٢٥ جنيه كهدية وكل لما اكتب المكان يعطينى خطأ ولا مرة بتنجح معايا الحجز اى وقت من النهار وعايزه اعرف ليه انا منزلاه عشان استفاد مش للتعب ده بىجاء افيدونى,negative,swvl
ازبل من الزباله نصيحه محدش يحمله,negative,swvl
شركه رائعه,positive,swvl
تطبيق فوق الممتاز,positive,swvl
Nic,positive,swvl
الاسعار مش بتيجى مع الطلب ليه,negative,swvl
ناس كذابين اساس مش بيشتغل بيقول اختيار المدينه اختار يقول حدث خطاء شكرا لمتطور البرنامج اللي مش بيفهم حاجه في الدنيا ربنا يخلنا اوبر وكريم ناس علي قدر من المسؤاليه عندي اقتراح ليكم انتو تستعينو بحالا عندهم مطور برامج كويس جدا او تاجرو توكتك منهم او يعلموك الشغل حتا مش عيب,negative,swvl
Francais,positive,swvl
شركه ممتازه وكابتن ممتاز وعربيه ممتازه ف الااسلوب والااحترام والموعيد ونظافة الباصات,positive,swvl
الابلكيشن بيهنج و يعلق قوي .,negative,swvl
تطبيق سهل وبسيط وجميل وده من اوفر التطبيقات الي شفتها,positive,swvl
كل ما اكتب مكان يقولي مفيش رحله يعني و اماكن عاديه يعني مدينه نصر او التجمع ازاي مفيش رحلات للتمع من شبرا يعتي 😂😂,negative,swvl
ياجماعه كل مااكتب رقم موبايلى يقولى حدث خطأ ليه يومين على كده ومفيهوش مساعده وبيقولى ادخل ايميل واناعندى طبيعى المفروض يفتح اتوماتك,negative,swvl
انا معرفش في في إسكندرية ولا لأ عند كبري ابيس او مدخل الزراعى,positive,swvl
انا لسه منزله شكلو تطبيق سهل بس انا عوزه اركبه من المهندسين ل المعادى ممكن اعرف هركبه منين و هينزلنى فين واجرته كام,positive,swvl
انا لسه محملتوش بس هي في لخارج القاهره يعني للمحافظات التانيه ولا مافيش,negative,swvl
تطبيق مش بيشتغل يا اخونا و اى كلام ازاى كان بعد ما بتنزلو مش بيشتغل امال لو حن علينا واشتغل هيعملو فينا ايه الخلاصة برنامج زبالة😠😠😠😠😠,negative,swvl
تطبيق سهل وبسيط وانا سعيد جدا وارجو ان تنظرو في اقتراحي اود عمل برمو كود يمتد على مستوى الشهر وليس اليوم,positive,swvl
تجربه موفقه ومزيد من التقدم,positive,swvl
تطبيق حلو جدااااااا واحلى حاجة فيه البرومو كوود 😂❤️❤️,positive,swvl
انا لسه محمل التطبيق حالا ليه كل ما اختار البلد يقولى حدث خطا حاول مره اخرى,negative,swvl
والله انا بحمل التطبيق لاني بسافر كتير وياريت يكون في القاهره شكرا سويڤل,positive,swvl
يتم تحميل البرنامج ثم عند التثبيت يحدث خلل ويعطي كود 910,negative,swvl
في الحقيقه قمت بتجربته وكانت تجربه ممتازه,positive,swvl
زفت واسعار مبالغ فيها ٤٠ جنيه من حلوان للسيده عائشه ليه يعنى ده اوبر ارخص من كده وعربيه ملاكى لوحدى,negative,swvl
تطبيق رائع انصح به,positive,swvl
NICE,positive,swvl
مشروع ممتاز ر أرجوا ان يستمر و يتطور,positive,swvl
نايس,positive,swvl
عايز اعرف ليه مش راضي يبعت كود برقم الموبيل,neutral,swvl
خدمه اكثر من رائعه والسائق محترف والسيارة تحفه بجدا,positive,swvl
بقالى ساعة كاتب رقم موبيلى عشان تجيلى رسالة بالكود,negative,swvl
ركبت مع سائق قمه فى الذوق والأخلاق العالية بجد شكرا swvl انكم بتختارو صح وبصرحه انتم ناس محترمة جدا,positive,swvl
خدمه ممتازه جدا والكابتن أحمد محمد علي انسان زوووق جدا وفى قمه الاحترام بشكر فريق سوفل علي هذه الخدمه بتوفيق أن شاءالله,positive,swvl
هدمة مميزة,positive,swvl
برنامج محترم جدا,positive,swvl
تجربة رائعة أنصح بيها الجميع,positive,swvl
الخدمة ممتازة جدا لكن احيانا يتم احتساب أجرة زائدة,positive,swvl
حاجة محترمة جدا جدا سويفل من احسن شركات نقل الاشخاص ف العالم,positive,swvl
خدمة جيدة بالتوفيق,positive,swvl
يفضل الركوب بين المحطات.,positive,swvl
nice,positive,swvl
جيدة.جدا,negative,swvl
تجربه ممتعه واراحتني كثيرا من عناء المواصلات,positive,swvl
جيده جدآ,positive,swvl
برنامج رائع وخدمة مميزة,positive,swvl
لابد من إعادة تقييم الأجرة فهي مبالغ فيها وكذلك عمل أكثر من موعد على خط حلوان - المهندسين ويمكنكم تقسيم الخط إلى مراحل في جميع الخطوط بنسب شرائح فثبات القيمة ليس بصحيح وليس به عدالة لمن يستخدم الخدمة مثلا من منتصف الخط أو ربعه الأخير وهكذا,neutral,swvl
ابلكيشن حلو جدا لاكن مش عرفه افتحه بسبب أنه مش راضي يعرف المدينه,neutral,swvl
زى الخره,positive,swvl
مشروع ممتاز جدا,positive,swvl
ناس كويسين خالص ووفرو كتير عاليا شكرا سوفيل,positive,swvl
اسلوب راقي وخدمه ممتازة ومواعيد مظبوطه,positive,swvl
رائع ومريح جدا,positive,swvl
سويفل بعد التحية لقد ارسلت رسالتين من علي الابليكشن ولم يصلني اي رد برجاء افادتي إين أجد الرد وشكرا,negative,swvl
خدمة جميلة لكن ينقصها الإلتزام بمواعيد الرحلات كما هو مكتوب بالحجز,positive,swvl
تطبيق اكثر من رائع,positive,swvl
بعد التحديث الاخير تظهر عندي رسائل تمنعني من حجز الرحلات نقدا وهذا يسبب ازعاج لي,positive,swvl
